exception_id,invoice_id,invoice_number,supplier_id,supplier_name,invoice_date,po_number,total_incl_vat,code,control,severity,line_no,value_at_risk,detail,recommendation,extraction_method,extraction_confidence
203,INV-00245,007997,SUP-0006,Highveld Lubricants (Pty) Ltd,2026-07-01,PO-2026-00432,12496.59,E06_BANK_CHANGE,Payment redirection fraud,HIGH,,12496.59,The invoice asks for payment into First National Bank account 0173497462. The master file holds First National Bank account 173497462 for Highveld Lubricants (Pty) Ltd.,"Do not change the banking details off the back of a document. Phone the supplier on the number already held on file, never one printed on the invoice, and confirm before anything is paid.",rules_fallback,0.72
121,INV-00151,TI2506066,,Sebenza Workwear (Pty) Ltd TAX INVOICE,2025-11-24,PO-2025-00263,12206.68,E07_UNAPPROVED_SUPPLIER,Vendor master control,HIGH,,12206.68,"The name on the invoice could not be matched to any supplier on the master file. R12,206.68 is being claimed by a party the company has no record of.",Do not pay until the supplier is identified and loaded properly. An unknown payee is how invoice fraud gets through.,rules_fallback,0.72
113,INV-00143,INV2605911,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,2026-08-06,PO-2026-00135,29539.35,E02_QTY_OVER_BILLED,Three way match,HIGH,1.0,11463.26,HYD-CYL80 billed for 2 units but the warehouse booked in 1. 1 units were never received.,Pay the received quantity only. Ask the warehouse to confirm nothing is sitting unbooked before the balance is released.,rules_fallback,0.72
185,INV-00218,SI2605844,SUP-0017,Roodepoort Motor Rewinds (Pty) Ltd,2026-01-09,PO-2025-00367,75963.36,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,11394.5,"Subtotal R75,963.36 plus VAT R11,394.50 comes to R87,357.86, but the total demanded is R75,963.36.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
88,INV-00117,TI2607602,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,2026-08-05,PO-2026-00296,73937.36,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,11090.6,"Subtotal R73,937.36 plus VAT R11,090.60 comes to R85,027.96, but the total demanded is R73,937.36.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
182,INV-00209,SI2607611,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,2026-05-15,PO-2026-00354,84095.87,E02_QTY_OVER_BILLED,Three way match,HIGH,2.0,11013.4,MTR-REW11 billed for 6 units but the warehouse booked in 5. 1 units were never received.,Pay the received quantity only. Ask the warehouse to confirm nothing is sitting unbooked before the balance is released.,rules_fallback,0.72
184,INV-00217,TI2508008,SUP-0006,Highveld Lubricants (Pty) Ltd,2025-12-15,PO-2025-00207,10798.36,E06_BANK_CHANGE,Payment redirection fraud,HIGH,,10798.36,The invoice asks for payment into First National Bank account 0173497462. The master file holds First National Bank account 173497462 for Highveld Lubricants (Pty) Ltd.,"Do not change the banking details off the back of a document. Phone the supplier on the number already held on file, never one printed on the invoice, and confirm before anything is paid.",rules_fallback,0.72
72,INV-00096,INV2635829,SUP-0021,Witbank Belting (Pty) Ltd,2026-07-19,,79976.59,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,10431.73,"The supply is R79,976.59, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R10,431.73 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
174,INV-00202,INV2680743,SUP-0018,Springs Gearbox Services (Pty) Ltd,2026-08-10,PO-2026-00073,10430.04,E12_GOODS_NOT_RECEIVED,Three way match,HIGH,,10430.04,"Order PO-2026-00073 exists and the supplier has invoiced R10,430.04, but the warehouse has never booked anything in against it.","Confirm with the warehouse before paying. Either the delivery never arrived or it arrived and was not recorded, and both need fixing.",rules_fallback,0.72
168,INV-00196,TI2605358,SUP-0007,Cape Conveyor Systems (Pty) Ltd,2026-03-09,PO-2026-00130,68364.71,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,10254.71,"Subtotal R68,364.71 plus VAT R10,254.71 comes to R78,619.42, but the total demanded is R68,364.71.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
177,INV-00205,TI2502150,SUP-0009,Rand Safety Equipment (Pty) Ltd,2025-10-21,PO-2025-00131,9718.18,E06_BANK_CHANGE,Payment redirection fraud,HIGH,,9718.18,The invoice asks for payment into None account 02375179999. The master file holds Capitec Business account 2375179999 for Rand Safety Equipment (Pty) Ltd.,"Do not change the banking details off the back of a document. Phone the supplier on the number already held on file, never one printed on the invoice, and confirm before anything is paid.",rules_fallback,0.72
223,INV-00270,TI2605895,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,2026-05-02,PO-2026-00299,43458.87,E02_QTY_OVER_BILLED,Three way match,HIGH,1.0,9447.58,HYD-CYL80 billed for 4 units but the warehouse booked in 3. 1 units were never received.,Pay the received quantity only. Ask the warehouse to confirm nothing is sitting unbooked before the balance is released.,rules_fallback,0.72
8,INV-00009,004269-R,SUP-0023,Modderfontein Chemicals (Pty) Ltd,2026-01-21,PO-2025-00199,9356.47,E03_DUPLICATE,Duplicate payment prevention,HIGH,,9356.47,"R9,356.47 from the same supplier was already invoiced on 2026-01-14 under 004269. This one is dated 2026-01-21 under 004269-R.",Two identical amounts days apart from one supplier is rarely a coincidence. Confirm with the supplier's statement before either is paid.,rules_fallback,0.72
145,INV-00175,INV2629388,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,2026-10-15,PO-2026-96727,70010.48,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,9131.8,"The supply is R70,010.48, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R9,131.80 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
36,INV-00045,002560,SUP-0038,Cleveland Bolt Supplies (Pty) Ltd,2026-01-23,PO-2025-00139,60865.02,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,9129.75,"Subtotal R60,865.02 plus VAT R9,129.75 comes to R69,994.77, but the total demanded is R60,865.02.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
147,INV-00177,INV2606387-R,SUP-0027,Kya Sand Plastics (Pty) Ltd,2026-01-13,PO-2025-00101,60690.84,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,9103.63,"Subtotal R60,690.84 plus VAT R9,103.63 comes to R69,794.47, but the total demanded is R60,690.84.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
24,INV-00033,SI2604177,SUP-0045,Salt River Marine Fittings (Pty) Ltd,2026-05-04,PO-2026-00332,8421.82,E06_BANK_CHANGE,Payment redirection fraud,HIGH,,8421.82,The invoice asks for payment into Absa Bank account 037652732. The master file holds Absa Bank account 37652732 for Salt River Marine Fittings (Pty) Ltd.,"Do not change the banking details off the back of a document. Phone the supplier on the number already held on file, never one printed on the invoice, and confirm before anything is paid.",rules_fallback,0.72
17,INV-00020,INV2623514,SUP-0017,Roodepoort Motor Rewinds (Pty) Ltd,2026-07-17,,64111.19,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,8362.33,"The supply is R64,111.19, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R8,362.33 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
78,INV-00105,INV2596644,SUP-0019,Edenvale Filtration (Pty) Ltd,2025-10-23,,8214.69,E04_NO_PO,Procurement compliance,MEDIUM,,8214.69,"No order number appears on the invoice. R8,214.69 is being claimed for goods nobody raised an order for.",Find out who ordered this and under what authority. Maverick spend is bought at whatever price the supplier felt like.,rules_fallback,0.72
79,INV-00105,INV2596644,SUP-0019,Edenvale Filtration (Pty) Ltd,2025-10-23,,8214.69,E07_UNAPPROVED_SUPPLIER,Vendor master control,HIGH,,8214.69,Edenvale Filtration (Pty) Ltd is on the system but was never approved by procurement.,"Route to procurement for vendor onboarding, including tax clearance and bank verification, before any payment is released.",rules_fallback,0.72
141,INV-00171,TI2604574,SUP-0043,New Centre Gas and Gear (Pty) Ltd,2026-02-23,PO-2026-00405,74674.33,E01_PRICE_VARIANCE,Three way match,HIGH,3.0,7885.0,"WLD-HLM01 charged at R2,460.30 against R2,066.05 on PO-2026-00405, a difference of 19.1 percent over 20 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
64,INV-00082,TI2604994,SUP-0010,Germiston Tool Hire (Pty) Ltd,2026-03-31,PO-2026-00092,162765.08,E02_QTY_OVER_BILLED,Three way match,HIGH,2.0,7880.85,TLS-DRL18 billed for 5 units but the warehouse booked in 2. 3 units were never received.,Pay the received quantity only. Ask the warehouse to confirm nothing is sitting unbooked before the balance is released.,rules_fallback,0.72
50,INV-00069,SI2605526,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,2026-08-06,PO-2026-00170,10328.44,E02_QTY_OVER_BILLED,Three way match,HIGH,1.0,7746.33,STL-RD304 billed for 4 units but the warehouse booked in 1. 3 units were never received.,Pay the received quantity only. Ask the warehouse to confirm nothing is sitting unbooked before the balance is released.,rules_fallback,0.72
92,INV-00120,TI2601616,SUP-0004,Sandton Electrical Wholesale (Pty) Ltd,2026-02-06,PO-2025-00188,58562.06,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,7643.41,"The supply is R58,562.06, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R7,643.41 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
176,INV-00204,TI2602682,SUP-0024,Randburg Instrumentation (Pty) Ltd,2026-06-10,PO-2026-00473,106826.89,E02_QTY_OVER_BILLED,Three way match,HIGH,2.0,7478.35,INS-PRS16 billed for 7 units but the warehouse booked in 6. 1 units were never received.,Pay the received quantity only. Ask the warehouse to confirm nothing is sitting unbooked before the balance is released.,rules_fallback,0.72
38,INV-00051,INV2644810,SUP-0014,Kempton Cable Works (Pty) Ltd,2026-05-04,,7408.2,E04_NO_PO,Procurement compliance,MEDIUM,,7408.2,"No order number appears on the invoice. R7,408.20 is being claimed for goods nobody raised an order for.",Find out who ordered this and under what authority. Maverick spend is bought at whatever price the supplier felt like.,rules_fallback,0.72
39,INV-00051,INV2644810,SUP-0014,Kempton Cable Works (Pty) Ltd,2026-05-04,,7408.2,E07_UNAPPROVED_SUPPLIER,Vendor master control,HIGH,,7408.2,Kempton Cable Works (Pty) Ltd is on the system but was never approved by procurement.,"Route to procurement for vendor onboarding, including tax clearance and bank verification, before any payment is released.",rules_fallback,0.72
31,INV-00041,SI2607608,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,2026-06-01,PO-2026-00414,48698.7,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,7304.81,"Subtotal R48,698.70 plus VAT R7,304.81 comes to R56,003.51, but the total demanded is R48,698.70.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
34,INV-00044,INV2652822,SUP-0045,Salt River Marine Fittings (Pty) Ltd,2026-06-02,,6917.32,E04_NO_PO,Procurement compliance,MEDIUM,,6917.32,"No order number appears on the invoice. R6,917.32 is being claimed for goods nobody raised an order for.",Find out who ordered this and under what authority. Maverick spend is bought at whatever price the supplier felt like.,rules_fallback,0.72
35,INV-00044,INV2652822,SUP-0045,Salt River Marine Fittings (Pty) Ltd,2026-06-02,,6917.32,E06_BANK_CHANGE,Payment redirection fraud,HIGH,,6917.32,The invoice asks for payment into Absa Bank account 037652732. The master file holds Absa Bank account 37652732 for Salt River Marine Fittings (Pty) Ltd.,"Do not change the banking details off the back of a document. Phone the supplier on the number already held on file, never one printed on the invoice, and confirm before anything is paid.",rules_fallback,0.72
155,INV-00185,INV2627451,SUP-0019,Edenvale Filtration (Pty) Ltd,2026-07-20,,6156.89,E04_NO_PO,Procurement compliance,MEDIUM,,6156.89,"No order number appears on the invoice. R6,156.89 is being claimed for goods nobody raised an order for.",Find out who ordered this and under what authority. Maverick spend is bought at whatever price the supplier felt like.,rules_fallback,0.72
156,INV-00185,INV2627451,SUP-0019,Edenvale Filtration (Pty) Ltd,2026-07-20,,6156.89,E07_UNAPPROVED_SUPPLIER,Vendor master control,HIGH,,6156.89,Edenvale Filtration (Pty) Ltd is on the system but was never approved by procurement.,"Route to procurement for vendor onboarding, including tax clearance and bank verification, before any payment is released.",rules_fallback,0.72
109,INV-00140,INV2506734,SUP-0041,City Deep Cold Storage Spares (Pty) Ltd,2025-12-01,PO-2025-00348,40397.2,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,6059.58,"Subtotal R40,397.20 plus VAT R6,059.58 comes to R46,456.78, but the total demanded is R40,397.20.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
9,INV-00010,SI2608413,SUP-0032,Linbro Park Hardware (Pty) Ltd,2026-09-11,PO-2026-00103,5816.49,E06_BANK_CHANGE,Payment redirection fraud,HIGH,,5816.49,The invoice asks for payment into ing Investec Account account 0685325346. The master file holds Investec account 685325346 for Linbro Park Hardware (Pty) Ltd.,"Do not change the banking details off the back of a document. Phone the supplier on the number already held on file, never one printed on the invoice, and confirm before anything is paid.",rules_fallback,0.72
6,INV-00007,008410,SUP-0032,Linbro Park Hardware (Pty) Ltd,2026-05-12,PO-2026-00500,5796.46,E06_BANK_CHANGE,Payment redirection fraud,HIGH,,5796.46,The invoice asks for payment into ing Investec Account account 0685325346. The master file holds Investec account 685325346 for Linbro Park Hardware (Pty) Ltd.,"Do not change the banking details off the back of a document. Phone the supplier on the number already held on file, never one printed on the invoice, and confirm before anything is paid.",rules_fallback,0.72
153,INV-00184,INV2604267,SUP-0023,Modderfontein Chemicals (Pty) Ltd,2026-06-01,PO-2026-00121,38209.56,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,5731.43,"Subtotal R38,209.56 plus VAT R5,731.43 comes to R43,940.99, but the total demanded is R38,209.56.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
224,INV-00270,TI2605895,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,2026-05-02,PO-2026-00299,43458.87,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,5668.55,"The supply is R43,458.87, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R5,668.55 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
192,INV-00224,INV2680397,SUP-0014,Kempton Cable Works (Pty) Ltd,2026-06-15,,5565.8,E04_NO_PO,Procurement compliance,MEDIUM,,5565.8,"No order number appears on the invoice. R5,565.80 is being claimed for goods nobody raised an order for.",Find out who ordered this and under what authority. Maverick spend is bought at whatever price the supplier felt like.,rules_fallback,0.72
193,INV-00224,INV2680397,SUP-0014,Kempton Cable Works (Pty) Ltd,2026-06-15,,5565.8,E07_UNAPPROVED_SUPPLIER,Vendor master control,HIGH,,5565.8,Kempton Cable Works (Pty) Ltd is on the system but was never approved by procurement.,"Route to procurement for vendor onboarding, including tax clearance and bank verification, before any payment is released.",rules_fallback,0.72
49,INV-00064,INV2677836,SUP-0003,Protea Hydraulics (Pty) Ltd,2026-05-06,,36787.02,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,5518.05,"Subtotal R36,787.02 plus VAT R5,518.05 comes to R42,305.07, but the total demanded is R36,787.02.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
209,INV-00250,TI2505360,SUP-0007,Cape Conveyor Systems (Pty) Ltd,2025-10-27,PO-2025-00177,35027.15,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,5254.07,"Subtotal R35,027.15 plus VAT R5,254.07 comes to R40,281.22, but the total demanded is R35,027.15.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
163,INV-00189,INV2699704,SUP-0021,Witbank Belting (Pty) Ltd,2026-09-25,,34176.99,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,5126.55,"Subtotal R34,176.99 plus VAT R5,126.55 comes to R39,303.54, but the total demanded is R34,176.99.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
55,INV-00074,TI2501609,SUP-0004,Sandton Electrical Wholesale (Pty) Ltd,2025-10-21,PO-2025-00249,30929.2,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,4639.38,"Subtotal R30,929.20 plus VAT R4,639.38 comes to R35,568.58, but the total demanded is R30,929.20.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
29,INV-00040,INV2649647,SUP-0014,Kempton Cable Works (Pty) Ltd,2026-04-19,,4582.46,E04_NO_PO,Procurement compliance,MEDIUM,,4582.46,"No order number appears on the invoice. R4,582.46 is being claimed for goods nobody raised an order for.",Find out who ordered this and under what authority. Maverick spend is bought at whatever price the supplier felt like.,rules_fallback,0.72
30,INV-00040,INV2649647,SUP-0014,Kempton Cable Works (Pty) Ltd,2026-04-19,,4582.46,E07_UNAPPROVED_SUPPLIER,Vendor master control,HIGH,,4582.46,Kempton Cable Works (Pty) Ltd is on the system but was never approved by procurement.,"Route to procurement for vendor onboarding, including tax clearance and bank verification, before any payment is released.",rules_fallback,0.72
178,INV-00206,TI2606723,SUP-0041,City Deep Cold Storage Spares (Pty) Ltd,2026-01-27,PO-2026-00157,29756.77,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,4463.52,"Subtotal R29,756.77 plus VAT R4,463.52 comes to R34,220.29, but the total demanded is R29,756.77.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
114,INV-00143,INV2605911,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,2026-08-06,PO-2026-00135,29539.35,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,4430.9,"Subtotal R29,539.35 plus VAT R4,430.90 comes to R33,970.25, but the total demanded is R29,539.35.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
197,INV-00234,TI2603320,SUP-0030,Elandsfontein Rubber (Pty) Ltd,2026-05-20,PO-2026-00221,33719.73,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,4398.23,"The supply is R33,719.73, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R4,398.23 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
65,INV-00083,007547,SUP-0016,Benoni Industrial Paints (Pty) Ltd,2026-07-20,PO-2026-00184,28618.32,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,4292.75,"Subtotal R28,618.32 plus VAT R4,292.75 comes to R32,911.07, but the total demanded is R28,618.32.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
126,INV-00153,SI2604179,SUP-0045,Salt River Marine Fittings (Pty) Ltd,2026-01-16,PO-2025-00269,4221.44,E06_BANK_CHANGE,Payment redirection fraud,HIGH,,4221.44,The invoice asks for payment into None account 037652732. The master file holds Absa Bank account 37652732 for Salt River Marine Fittings (Pty) Ltd.,"Do not change the banking details off the back of a document. Phone the supplier on the number already held on file, never one printed on the invoice, and confirm before anything is paid.",rules_fallback,0.72
90,INV-00119,SI2605892,SUP-0039,Robertsham Glass and Perspex (Pty) Ltd,2026-05-27,PO-2026-00243,27442.24,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,4116.34,"Subtotal R27,442.24 plus VAT R4,116.34 comes to R31,558.58, but the total demanded is R27,442.24.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
46,INV-00060,002557,SUP-0038,Cleveland Bolt Supplies (Pty) Ltd,2026-10-16,PO-2026-00290,31169.55,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,4065.59,"The supply is R31,169.55, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R4,065.59 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
11,INV-00011,002686,SUP-0024,Randburg Instrumentation (Pty) Ltd,2026-04-08,PO-2026-00471,30831.34,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,4021.48,"The supply is R30,831.34, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R4,021.48 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
194,INV-00225,INV2605007,SUP-0010,Germiston Tool Hire (Pty) Ltd,2026-07-17,PO-2026-00251,17345.62,E01_PRICE_VARIANCE,Three way match,HIGH,1.0,3688.05,"TLS-GRN230 charged at R3,016.63 against R2,279.02 on PO-2026-00251, a difference of 32.4 percent over 5 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
68,INV-00091,INV2606003,SUP-0022,Nigel Compressor Services (Pty) Ltd,2026-01-02,PO-2025-00321,24525.5,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,3678.83,"Subtotal R24,525.50 plus VAT R3,678.83 comes to R28,204.33, but the total demanded is R24,525.50.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
172,INV-00200,SI2607539,SUP-0016,Benoni Industrial Paints (Pty) Ltd,2026-05-28,PO-2026-00113,23761.83,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,3564.27,"Subtotal R23,761.83 plus VAT R3,564.27 comes to R27,326.10, but the total demanded is R23,761.83.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
221,INV-00268,INV2640453,SUP-0024,Randburg Instrumentation (Pty) Ltd,2026-07-23,PO-2026-00001,27083.05,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,3532.57,"The supply is R27,083.05, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R3,532.57 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
58,INV-00076,008167,SUP-0003,Protea Hydraulics (Pty) Ltd,2026-07-02,PO-2026-00212,23090.52,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,3463.58,"Subtotal R23,090.52 plus VAT R3,463.58 comes to R26,554.10, but the total demanded is R23,090.52.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
103,INV-00133,TI2604281,SUP-0023,Modderfontein Chemicals (Pty) Ltd,2026-05-29,PO-2026-00232,9920.36,E02_QTY_OVER_BILLED,Three way match,HIGH,1.0,3450.56,CHM-DEG25 billed for 5 units but the warehouse booked in 3. 2 units were never received.,Pay the received quantity only. Ask the warehouse to confirm nothing is sitting unbooked before the balance is released.,rules_fallback,0.72
133,INV-00163,TI2603005,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,2026-05-04,PO-2026-00418,21939.75,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,3290.96,"Subtotal R21,939.75 plus VAT R3,290.96 comes to R25,230.71, but the total demanded is R21,939.75.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
134,INV-00163,TI2603005,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,2026-05-04,PO-2026-00418,21939.75,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,3290.96,"The supply is R21,939.75, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R3,290.96 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
13,INV-00014,SI2604998,SUP-0010,Germiston Tool Hire (Pty) Ltd,2026-02-23,PO-2026-00493,67656.69,E01_PRICE_VARIANCE,Three way match,HIGH,3.0,3155.8,"TLS-GRN230 charged at R4,029.56 against R3,240.61 on PO-2026-00493, a difference of 24.3 percent over 4 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
20,INV-00027,005119,SUP-0036,Booysens Battery Centre (Pty) Ltd,2025-12-22,PO-2025-00013,19602.49,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,2940.37,"Subtotal R19,602.49 plus VAT R2,940.37 comes to R22,542.86, but the total demanded is R19,602.49.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
94,INV-00123,TI2608726,SUP-0020,Krugersdorp Chain and Sprocket (Pty) Ltd,2026-08-24,PO-2026-00014,24190.25,E01_PRICE_VARIANCE,Three way match,HIGH,1.0,2799.5,"DRV-SPB2120 charged at R420.70 against R364.71 on PO-2026-00014, a difference of 15.4 percent over 50 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
151,INV-00182,TI2605539,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,2026-05-27,PO-2026-00016,18262.83,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,2739.42,"Subtotal R18,262.83 plus VAT R2,739.42 comes to R21,002.25, but the total demanded is R18,262.83.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
5,INV-00005,INV2561762,SUP-0043,New Centre Gas and Gear (Pty) Ltd,2025-10-08,PO-2026-95459,2560.61,E04_NO_PO,Procurement compliance,MEDIUM,,2560.61,"The invoice quotes PO-2026-95459, which does not exist on the purchasing system.","Query the number with the supplier. A wrong reference is usually a typing error, but it can also be an invoice aimed at the wrong company.",rules_fallback,0.72
226,INV-00271,INV2552466,SUP-0030,Elandsfontein Rubber (Pty) Ltd,2025-12-28,PO-2025-00129,19183.52,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,2502.2,"The supply is R19,183.52, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R2,502.20 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
104,INV-00134,SI2605113,SUP-0036,Booysens Battery Centre (Pty) Ltd,2026-06-02,PO-2026-00275,4235.81,E02_QTY_OVER_BILLED,Three way match,HIGH,1.0,2455.54,ELE-CB63 billed for 3 units but the warehouse booked in 1. 2 units were never received.,Pay the received quantity only. Ask the warehouse to confirm nothing is sitting unbooked before the balance is released.,rules_fallback,0.72
132,INV-00162,TI2605366,SUP-0007,Cape Conveyor Systems (Pty) Ltd,2026-08-28,PO-2026-00134,18720.16,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,2441.76,"The supply is R18,720.16, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R2,441.76 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
229,INV-00277,INV2605842,SUP-0017,Roodepoort Motor Rewinds (Pty) Ltd,2026-05-20,PO-2026-00328,26862.8,E01_PRICE_VARIANCE,Three way match,HIGH,1.0,2419.0,"MTR-55KW4 charged at R11,679.48 against R10,469.98 on PO-2026-00328, a difference of 11.6 percent over 2 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
4,INV-00004,TI2508720,SUP-0020,Krugersdorp Chain and Sprocket (Pty) Ltd,2025-11-28,PO-2025-00155,18197.49,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,2373.59,"The supply is R18,197.49, above the R5 000 full tax invoice threshold, but the document is missing the words Tax Invoice. The R2,373.59 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
